category,words
focuspresent,mails 
cogproc,mainly 
tentat,mainly 
verb,majoring 
work,majoring 
quant,majority 
focuspresent,majors 
work,majors 
verb,make 
cogproc,make 
cause,make 
focuspresent,make 
bio,makeout* 
sexual,makeout* 
cogproc,maker* 
cause,maker* 
verb,makes 
cogproc,makes 
cause,makes 
focuspresent,makes 
verb,making 
cogproc,making 
cause,making 
social,male 
male,male 
social,male's 
male,male's 
social,males 
male,males 
leisure,mall 
leisure,malls 
social,mam 
female,mam 
drives,mam 
power,mam 
social,mama 
family,mama 
female,mama 
bio,mammogram* 
health,mammogram* 
social,man 
male,man 
social,man's 
male,man's 
drives,manage 
power,manage 
work,manage 
drives,manageabl* 
power,manageabl* 
work,manageabl* 
verb,managed 
drives,managed 
power,managed 
focuspast,managed 
work,managed 
drives,management* 
power,management* 
work,management* 
drives,manager* 
power,manager* 
work,manager* 
verb,manages 
drives,manages 
power,manages 
focuspresent,manages 
work,manages 
drives,managing 
power,managing 
work,managing 
affect,maniac* 
negemo,maniac* 
anger,maniac* 
bio,manic-dep* 
health,manic-dep* 
bio,manicdep* 
health,manicdep* 
cogproc,manipulat* 
cause,manipulat* 
drives,manipulat* 
power,manipulat* 
social,manly 
male,manly 
social,manners 
work,manufact* 
quant,many 
relativ,map 
space,map 
verb,mapped 
focuspast,mapped 
relativ,mapped 
space,mapped 
verb,mapping 
relativ,mapping 
space,mapping 
relativ,maps 
space,maps 
leisure,marathon* 
relativ,march* 
bio,margarita* 
ingest,margarita* 
leisure,margarita* 
cogproc,marginal* 
tentat,marginal* 
leisure,marijuana* 
work,market* 
money,market* 
social,marriag* 
family,marriag* 
drives,marriag* 
affiliation,marriag* 
social,marrie* 
family,marrie* 
drives,marrie* 
affiliation,marrie* 
social,marry 
family,marry 
drives,marry 
affiliation,marry 
bio,martini* 
ingest,martini* 
leisure,martini* 
adj,masculine 
social,masculine 
male,masculine 
social,masculinity 
male,masculinity 
affect,masochis* 
negemo,masochis* 
relativ,mass 
space,mass 
adj,massive 
drives,massive 
power,massive 
relativ,massive 
space,massive 
drives,master 
power,master 
money,mastercard* 
verb,mastered 
drives,mastered 
achiev,mastered 
power,mastered 
focuspast,mastered 
drives,masterful 
power,masterful 
verb,mastering 
drives,mastering 
power,mastering 
drives,mastermind 
power,mastermind 
drives,masters 
power,masters 
work,masters 
drives,mastery 
achiev,mastery 
power,mastery 
bio,masturb* 
sexual,masturb* 
social,mate 
friend,mate 
drives,mate 
affiliation,mate 
social,mate's 
friend,mate's 
drives,mate's 
affiliation,mate's 
verb,mated 
bio,mated 
sexual,mated 
drives,mated 
affiliation,mated 
focuspast,mated 
adj,maternal* 
social,maternal* 
family,maternal* 
female,maternal* 
social,maternity 
family,maternity 
female,maternity 
bio,maternity 
health,maternity 
social,mates 
friend,mates 
drives,mates 
affiliation,mates 
work,math* 
verb,mating 
social,mating 
bio,mating 
sexual,mating 
drives,mating 
affiliation,mating 
social,matriarch* 
female,matriarch* 
drives,matriarch* 
power,matriarch* 
home,mattress* 
adj,mature 
bio,mature 
function,may 
auxverb,may 
verb,may 
cogproc,may 
tentat,may 
focusfuture,may 
function,maybe 
adverb,maybe 
cogproc,maybe 
tentat,maybe 
work,mcat 
function,me 
pronoun,me 
ppron,me 
i,me 
bio,meal* 
ingest,meal* 
verb,mean 
adj,mean 
cogproc,mean 
insight,mean 
focuspresent,mean 
adj,meaner 
compare,meaner 
affect,meaner 
negemo,meaner 
anger,meaner 
adj,meanest 
compare,meanest 
affect,meanest 
negemo,meanest 
anger,meanest 
cogproc,meaning* 
insight,meaning* 
verb,means 
cogproc,means 
insight,means 
focuspresent,means 
verb,meant 
cogproc,meant 
insight,meant 
focuspast,meant 
relativ,meantime 
time,meantime 
function,meanwhile 
adverb,meanwhile 
relativ,meanwhile 
time,meanwhile 
bio,meat* 
ingest,meat* 
relig,mecca 
drives,medal* 
achiev,medal* 
relativ,medial* 
space,medial* 
bio,medic* 
health,medic* 
drives,mediocr* 
achiev,mediocr* 
leisure,meditat* 
relig,meditat* 
drives,meek* 
power,meek* 
verb,meet 
social,meet 
drives,meet 
affiliation,meet 
focuspresent,meet 
social,meeting* 
work,meeting* 
verb,meets 
social,meets 
drives,meets 
affiliation,meets 
focuspresent,meets 
affect,melanchol* 
negemo,melanchol* 
sad,melanchol* 
social,member* 
drives,member* 
affiliation,member* 
work,memo 
cogproc,memorabl* 
insight,memorabl* 
cogproc,memories 
insight,memories 
cogproc,memoris* 
insight,memoris* 
cogproc,memoriz* 
insight,memoriz* 
cogproc,memory 
insight,memory 
work,memos 
social,men 
male,men 
social,men'* 
male,men'* 
adj,menial 
drives,menial 
power,menial 
work,menial 
relig,mennonit* 
social,mens 
male,mens 
adj,mental 
social,mention* 
drives,mentor* 
power,mentor* 
work,mentor* 
money,merchant* 
relig,mercif* 
relig,mercy 
work,merger* 
affect,merit* 
posemo,merit* 
affect,merr* 
posemo,merr* 
affect,mess 
negemo,mess 
social,message 
drives,message 
affiliation,message 
social,messaged 
drives,messaged 
affiliation,messaged 
focuspast,messaged 
social,messages 
drives,messages 
affiliation,messages 
verb,messaging 
social,messaging 
drives,messaging 
affiliation,messaging 
adj,messier 
compare,messier 
affect,messier 
negemo,messier 
adj,messiest 
compare,messiest 
affect,messiest 
negemo,messiest 
adj,messy 
affect,messy 
negemo,messy 
verb,met 
social,met 
drives,met 
affiliation,met 
focuspast,met 
relativ,meter* 
space,meter* 
function,methinks 
pronoun,methinks 
ppron,methinks 
i,methinks 
cogproc,methinks 
insight,methinks 
relig,methodis* 
relativ,metre* 
space,metre* 
work,mfg 
work,mgmt 
work,mgr 
home,microwave* 
relativ,mid 
space,mid 
adj,middle 
compare,middle 
relativ,middle 
space,middle 
work,midterm* 
function,might 
auxverb,might 
verb,might 
cogproc,might 
tentat,might 
focusfuture,might 
function,might've 
auxverb,might've 
verb,might've 
cogproc,might've 
tentat,might've 
focuspast,might've 
function,mightve 
auxverb,mightve 
verb,mightve 
cogproc,mightve 
tentat,mightve 
focuspast,mightve 
drives,mighty 
power,mighty 
bio,migrain* 
health,migrain* 
adj,milder 
compare,milder 
adj,mildest 
compare,mildest 
relativ,mile* 
space,mile* 
social,milf* 
female,milf* 
bio,milf* 
sexual,milf* 
drives,militant 
power,militant 
drives,military 
power,military 
bio,milk* 
ingest,milk* 
number,million* 
social,mimi 
family,mimi 
female,mimi 
social,mimi'* 
family,mimi'* 
female,mimi'* 
social,mimis 
family,mimis 
female,mimis 
relativ,min 
time,min 
cogproc,mindful* 
insight,mindful* 
function,mine 
pronoun,mine 
ppron,mine 
i,mine 
drives,mingle* 
affiliation,mingle* 
drives,minion* 
power,minion* 
drives,minister* 
power,minister* 
relig,minister* 
relig,ministr* 
drives,minor 
power,minor 
percept,mint* 
function,minus 
prep,minus 
relativ,minute* 
time,minute* 
bio,miscar* 
health,miscar* 
affect,miser* 
negemo,miser* 
anx,miser* 
sad,miser* 
cogproc,misle* 
cause,misle* 
verb,miss 
affect,miss 
negemo,miss 
sad,miss 
focuspresent,miss 
verb,missed 
affect,missed 
negemo,missed 
sad,missed 
focuspast,missed 
verb,misses 
affect,misses 
negemo,misses 
sad,misses 
focuspresent,misses 
verb,missing 
affect,missing 
negemo,missing 
sad,missing 
relig,missionar* 
social,missus 
female,missus 
drives,missus 
power,missus 
affect,mistak* 
negemo,mistak* 
cogproc,mistak* 
discrep,mistak* 
social,mister 
male,mister 
drives,mister 
power,mister 
social,mistres* 
female,mistres* 
cogproc,misunder* 
insight,misunder* 
relig,mitzvah* 
adj,mixed 
relativ,mixed 
space,mixed 
drives,mmo* 
affiliation,mmo* 
leisure,mmo* 
drives,mms* 
affiliation,mms* 
adj,mo 
compare,mo 
quant,mo 
adj,mo' 
compare,mo' 
quant,mo' 
verb,mobb* 
relativ,mobility 
motion,mobility 
verb,mock 
affect,mock 
negemo,mock 
anger,mock 
social,mock 
focuspresent,mock 
verb,mocked 
affect,mocked 
negemo,mocked 
anger,mocked 
social,mocked 
focuspast,mocked 
affect,mocker* 
negemo,mocker* 
anger,mocker* 
verb,mocking 
affect,mocking 
negemo,mocking 
anger,mocking 
social,mocking 
verb,mocks 
affect,mocks 
negemo,mocks 
anger,mocks 
social,mocks 
focuspresent,mocks 
adj,modern 
relativ,modern 
time,modern 
relativ,modernity 
time,modernity 
relativ,modernly 
time,modernly 
relig,mohamm* 
adj,moist 
percept,moist 
feel,moist 
adj,moldy 
affect,molest* 
negemo,molest* 
social,mom 
family,mom 
female,mom 
social,mom's 
family,mom's 
female,mom's 
relativ,moment* 
time,moment* 
social,momma* 
family,momma* 
female,momma* 
social,mommy* 
family,mommy* 
female,mommy* 
social,moms 
family,moms 
female,moms 
relativ,mon 
time,mon 
drives,monarch* 
power,monarch* 
relig,monast* 
relativ,monday* 
time,monday* 
money,money* 
percept,monitor 
see,monitor 
relig,monk* 
bio,mono 
health,mono 
drives,monopol* 
power,monopol* 
money,monopol* 
social,monsieur 
male,monsieur 
relativ,month* 
time,month* 
affect,mooch* 
negemo,mooch* 
social,mooch* 
affect,mood 
affect,moodi* 
negemo,moodi* 
affect,moods 
affect,moody 
negemo,moody 
home,mop 
relig,moral 
relig,morality 
relig,morals 
adj,more 
compare,more 
quant,more 
relig,mormon* 
relativ,morning* 
time,morning* 
affect,moron* 
negemo,moron* 
anger,moron* 
drives,moron* 
power,moron* 
home,mortg* 
money,mortg* 
relig,mosque* 
adj,most 
compare,most 
quant,most 
cogproc,most 
tentat,most 
function,mostly 
adverb,mostly 
cogproc,mostly 
tentat,mostly 
leisure,motel* 
social,mother 
family,mother 
female,mother 
social,mother's 
family,mother's 
female,mother's 
verb,mothered 
social,mothered 
family,mothered 
female,mothered 
focuspast,mothered 
adj,motherfuckin* 
social,motherhood 
family,motherhood 
female,motherhood 
verb,mothering 
social,mothering 
family,mothering 
female,mothering 
social,motherl* 
family,motherl* 
female,motherl* 
social,mothers 
family,mothers 
female,mothers 
relativ,motion* 
motion,motion* 
cogproc,motiv* 
insight,motiv* 
cause,motiv* 
drives,motiv* 
achiev,motiv* 
work,motiv* 
affect,mourn* 
negemo,mourn* 
sad,mourn* 
bio,mouth* 
body,mouth* 
verb,move 
focuspresent,move 
relativ,move 
motion,move 
verb,moved 
focuspast,moved 
relativ,moved 
motion,moved 
relativ,movement* 
motion,movement* 
relativ,mover* 
motion,mover* 
verb,moves 
focuspresent,moves 
relativ,moves 
motion,moves 
leisure,movie* 
verb,moving 
relativ,moving 
motion,moving 
social,mr 
male,mr 
drives,mr 
power,mr 
bio,mri 
health,mri 
social,mrs 
female,mrs 
drives,mrs 
power,mrs 
social,ms 
female,ms 
drives,ms 
power,ms 
drives,msg 
affiliation,msg 
leisure,mtv* 
quant,much 
quant,mucho 
bio,mucous* 
body,mucous* 
relig,muhamm* 
relig,mujahid* 
quant,multiple 
social,mum 
family,mum 
female,mum 
social,mum's 
family,mum's 
female,mum's 
social,mummy* 
family,mummy* 
female,mummy* 
social,mums 
family,mums 
female,mums 
affect,murder* 
negemo,murder* 
anger,murder* 
bio,muscle* 
body,muscle* 
health,muscle* 
adj,muscular 
bio,muscular 
body,muscular 
leisure,museum* 
percept,musi* 
hear,musi* 
leisure,musi* 
relig,musl* 
function,must 
auxverb,must 
verb,must 
cogproc,must 
discrep,must 
certain,must 
function,must'nt 
auxverb,must'nt 
negate,must'nt 
verb,must'nt 
cogproc,must'nt 
discrep,must'nt 
certain,must'nt 
function,must've 
auxverb,must've 
verb,must've 
cogproc,must've 
certain,must've 
focuspast,must've 
function,mustn't 
auxverb,mustn't 
negate,mustn't 
verb,mustn't 
cogproc,mustn't 
discrep,mustn't 
certain,mustn't 
function,mustnt 
auxverb,mustnt 
negate,mustnt 
verb,mustnt 
cogproc,mustnt 
discrep,mustnt 
certain,mustnt 
function,mustve 
auxverb,mustve 
verb,mustve 
cogproc,mustve 
certain,mustve 
focuspast,mustve 
drives,mutin* 
power,mutin* 
drives,mvp* 
power,mvp* 
function,my 
pronoun,my 
ppron,my 
i,my 
bio,myopi* 
health,myopi* 
function,myself 
pronoun,myself 
ppron,myself 
i,myself 
cogproc,myster* 
tentat,myster* 
drives,n00b 
power,n00b 
quant,nada 
affect,nag* 
negemo,nag* 
anger,nag* 
function,nah* 
negate,nah* 
adj,naked 
bio,naked 
body,naked 
sexual,naked 
social,name 
verb,named 
focuspast,named 
function,namely 
adverb,namely 
cogproc,namely 
certain,namely 
social,names 
social,nana 
family,nana 
female,nana 
social,nana's 
family,nana's 
female,nana's 
social,nanas 
family,nanas 
social,nann* 
family,nann* 
drives,nann* 
power,nann* 
home,nann* 
leisure,nap 
leisure,naps 
adj,narrow 
relativ,narrow 
space,narrow 
verb,narrowed 
focuspast,narrowed 
relativ,narrowed 
space,narrowed 
adj,narrower 
compare,narrower 
relativ,narrower 
space,narrower 
adj,narrowest 
compare,narrowest 
relativ,narrowest 
space,narrowest 
relativ,narrowing 
space,narrowing 
relativ,narrowly 
space,narrowly 
relativ,narrowness 
space,narrowness 
relativ,narrows 
space,narrows 
adj,nasal 
percept,nasal 
bio,nasal 
body,nasal 
affect,nast* 
negemo,nast* 
anger,nast* 
relativ,nation 
space,nation 
adj,national 
relativ,national 
space,national 
relativ,nationality 
space,nationality 
relativ,nationally 
space,nationally 
relativ,nationals 
space,nationals 
relativ,nations 
space,nations 
adj,natural 
adj,naughty 
bio,nause* 
health,nause* 
function,near 
prep,near 
relativ,near 
space,near 
verb,neared 
focuspast,neared 
relativ,neared 
space,neared 
adj,nearer 
compare,nearer 
relativ,nearer 
space,nearer 
adj,nearest 
compare,nearest 
relativ,nearest 
space,nearest 
verb,nearing 
relativ,nearing 
space,nearing 
function,nearly 
adverb,nearly 
cogproc,nearly 
tentat,nearly 
relativ,nears 
space,nears 
adj,nearsighted 
bio,nearsighted 
health,nearsighted 
adj,neat 
affect,neat 
posemo,neat 
adj,neater 
compare,neater 
affect,neater 
posemo,neater 
adj,neatest 
compare,neatest 
affect,neatest 
posemo,neatest 
affect,neatly 
affect,neatness 
posemo,neatness 
cogproc,necessari* 
certain,necessari* 
adj,necessary 
cogproc,necessary 
certain,necessary 
bio,neck* 
body,neck* 
verb,need 
cogproc,need 
discrep,need 
focuspresent,need 
function,need'nt 
negate,need'nt 
verb,need'nt 
cogproc,need'nt 
discrep,need'nt 
focuspresent,need'nt 
verb,needed 
cogproc,needed 
discrep,needed 
focuspast,needed 
verb,needing 
cogproc,needing 
discrep,needing 
adj,needless 
function,needn't 
negate,needn't 
verb,needn't 
cogproc,needn't 
discrep,needn't 
focuspresent,needn't 
function,neednt 
negate,neednt 
verb,neednt 
cogproc,neednt 
discrep,neednt 
focuspresent,neednt 
verb,needs 
cogproc,needs 
discrep,needs 
focuspresent,needs 
adj,needy 
affect,needy 
negemo,needy 
function,negat* 
negate,negat* 
affect,neglect* 
negemo,neglect* 
sad,neglect* 
social,negotiat* 
work,negotiat* 
social,neighbor* 
friend,neighbor* 
drives,neighbor* 
affiliation,neighbor* 
relativ,neighbor* 
space,neighbor* 
home,neighbor* 
social,neighbour* 
friend,neighbour* 
relativ,neighbour* 
space,neighbour* 
home,neighbour* 
function,neither 
negate,neither 
adj,neither 
compare,neither 
cogproc,neither 
differ,neither 
social,nephew* 
family,nephew* 
male,nephew* 
affect,nerd* 
negemo,nerd* 
bio,nerve* 
body,nerve* 
adj,nervous 
affect,nervous 
negemo,nervous 
anx,nervous 
affect,nervously 
negemo,nervously 
anx,nervously 
affect,nervousness 
negemo,nervousness 
anx,nervousness 
leisure,netflix 
bio,neural* 
body,neural* 
bio,neurolog* 
health,neurolog* 
bio,neuron* 
body,neuron* 
affect,neurotic* 
negemo,neurotic* 
anx,neurotic* 
function,never 
adverb,never 
negate,never 
cogproc,never 
certain,never 
relativ,never 
time,never 
function,nevertheless 
adverb,nevertheless 
conj,nevertheless 
cogproc,nevertheless 
differ,nevertheless 
adj,new 
relativ,new 
time,new 
drives,newbie* 
power,newbie* 
social,newborn* 
drives,newcomer* 
power,newcomer* 
adj,newer 
compare,newer 
relativ,newer 
time,newer 
adj,newest 
compare,newest 
relativ,newest 
time,newest 
relativ,newly 
time,newly 
adj,next 
relativ,next 
time,next 
work,ngo* 
adj,nice 
affect,nice 
posemo,nice 
affect,nicely 
posemo,nicely 
affect,niceness* 
posemo,niceness* 
adj,nicer 
compare,nicer 
affect,nicer 
posemo,nicer 
adj,nicest 
compare,nicest 
affect,nicest 
posemo,nicest 
affect,niceties 
posemo,niceties 
affect,nicety 
money,nickel* 
social,niece* 
family,niece* 
female,niece* 
relativ,night 
time,night 
relativ,nightly 
time,nightly 
affect,nightmar* 
negemo,nightmar* 
relativ,nights 
time,nights 
number,nine* 
leisure,nintendo* 
bio,nipple* 
body,nipple* 
sexual,nipple* 
function,no 
negate,no 
function,nobod* 
pronoun,nobod* 
ipron,nobod* 
negate,nobod* 
function,noes 
negate,noes 
percept,noise 
hear,noise 
percept,noises 
hear,noises 
adj,noisier 
compare,noisier 
percept,noisier 
hear,noisier 
adj,noisiest 
compare,noisiest 
percept,noisiest 
hear,noisiest 
adj,noisy 
percept,noisy 
hear,noisy 
drives,nominat* 
power,nominat* 
function,none 
negate,none 
quant,none 
function,nonetheless 
adverb,nonetheless 
work,nonprofit* 
drives,noob 
power,noob 
bio,noodle* 
ingest,noodle* 
relativ,noon* 
time,noon* 
function,nope 
negate,nope 
function,nor 
conj,nor 
negate,nor 
cogproc,nor 
differ,nor 
adj,normal 
cogproc,normally 
discrep,normally 
relativ,north* 
space,north* 
percept,nose* 
bio,nose* 
body,nose* 
percept,nostril* 
bio,nostril* 
body,nostril* 
function,not 
negate,not 
cogproc,not 
differ,not 
function,nothing 
negate,nothing 
cogproc,nothing 
certain,nothing 
verb,notice 
cogproc,notice 
insight,notice 
focuspresent,notice 
verb,noticed 
cogproc,noticed 
insight,noticed 
focuspast,noticed 
verb,notices 
cogproc,notices 
insight,notices 
focuspresent,notices 
verb,noticing 
cogproc,noticing 
insight,noticing 
function,notwithstanding 
adverb,notwithstanding 
cogproc,notwithstanding 
differ,notwithstanding 
leisure,novel 
leisure,novels 
relativ,november 
time,november 
drives,novice 
power,novice 
function,now 
adverb,now 
focuspresent,now 
relativ,now 
time,now 
focuspresent,nowadays 
function,nowhere 
negate,nowhere 
cogproc,nowhere 
certain,nowhere 
relativ,nowhere 
space,nowhere 
function,np 
negate,np 
work,nsfw 
adj,nuclear 
bio,nude* 
body,nude* 
sexual,nude* 
bio,nudi* 
body,nudi* 
sexual,nudi* 
affect,numbed 
negemo,numbed 
bio,numbed 
health,numbed 
affect,numbing 
negemo,numbing 
bio,numbing 
health,numbing 
affect,numbness 
negemo,numbness 
bio,numbness 
health,numbness 
affect,numbs 
negemo,numbs 
bio,numbs 
health,numbs 
adj,numerous 
relig,nun 
relig,nun's 
relig,nuns 
bio,nurse* 
health,nurse* 
affect,nurtur* 
posemo,nurtur* 
bio,nutrition* 
health,nutrition* 
relativ,o'clock* 
time,o'clock* 
cogproc,obedience 
cause,obedience 
drives,obedience 
power,obedience 
cogproc,obedient 
cause,obedient 
drives,obedient 
power,obedient 
cogproc,obediently 
cause,obediently 
bio,obese 
health,obese 
ingest,obese 
bio,obesity 
health,obesity 
ingest,obesity 
verb,obey 
cogproc,obey 
cause,obey 
drives,obey 
power,obey 
focuspresent,obey 
verb,obeyed 
cogproc,obeyed 
cause,obeyed 
drives,obeyed 
power,obeyed 
focuspast,obeyed 
verb,obeying 
cogproc,obeying 
cause,obeying 
drives,obeying 
power,obeying 
verb,obeys 
cogproc,obeys 
cause,obeys 
drives,obeys 
power,obeys 
focuspresent,obeys 
affect,obnoxious* 
negemo,obnoxious* 
anger,obnoxious* 
cogproc,obscur* 
tentat,obscur* 
affect,obsess* 
negemo,obsess* 
anx,obsess* 
verb,obtain 
drives,obtain 
achiev,obtain 
reward,obtain 
focuspresent,obtain 
drives,obtainable 
achiev,obtainable 
reward,obtainable 
focusfuture,obtainable 
verb,obtained 
drives,obtained 
achiev,obtained 
reward,obtained 
focuspast,obtained 
verb,obtaining 
drives,obtaining 
achiev,obtaining 
reward,obtaining 
verb,obtains 
drives,obtains 
achiev,obtains 
reward,obtains 
focuspresent,obtains 
cogproc,obvious 
certain,obvious 
cogproc,obviously 
certain,obviously 
relativ,occasion 
time,occasion 
cogproc,occasional* 
tentat,occasional* 
relativ,occasional* 
time,occasional* 
relativ,occasions 
time,occasions 
work,occupa* 
bio,ocd 
health,ocd 
relativ,oclock* 
time,oclock* 
relativ,october 
time,october 
leisure,oculus 
focuspast,od'ed 
cogproc,odd 
discrep,odd 
adj,odder 
compare,odder 
cogproc,odder 
discrep,odder 
adj,oddest 
compare,oddest 
cogproc,oddest 
discrep,oddest 
percept,odor* 
percept,odour* 
function,of 
prep,of 
function,off 
prep,off 
relativ,off 
space,off 
affect,offence* 
negemo,offence* 
anger,offence* 
affect,offend* 
negemo,offend* 
anger,offend* 
affect,offense 
negemo,offense 
anger,offense 
affect,offenses 
negemo,offenses 
anger,offenses 
affect,offensive 
negemo,offensive 
anger,offensive 
social,offer* 
work,office 
drives,officehold* 
power,officehold* 
work,officehold* 
drives,officer* 
power,officer* 
work,offices 
drives,official* 
power,official* 
function,often 
adverb,often 
cogproc,often 
tentat,often 
relativ,often 
time,often 
percept,oil* 
affect,ok 
posemo,ok 
affect,okay 
posemo,okay 
verb,okayed 
affect,okayed 
posemo,okayed 
focuspast,okayed 
verb,okays 
affect,okays 
posemo,okays 
focuspresent,okays 
affect,okey* 
posemo,okey* 
verb,oks 
affect,oks 
posemo,oks 
focuspresent,oks 
relativ,old 
time,old 
relativ,olden 
time,olden 
adj,older 
compare,older 
relativ,older 
time,older 
adj,oldest 
compare,oldest 
relativ,oldest 
time,oldest 
function,on 
prep,on 
relativ,on 
space,on 
number,once 
relativ,once 
time,once 
focusfuture,oncoming 
number,one 
function,oneself 
pronoun,oneself 
ppron,oneself 
shehe,oneself 
function,only 
adverb,only 
function,onto 
prep,onto 
relativ,onto 
space,onto 
focusfuture,onward 
social,oomf 
verb,open 
focuspresent,open 
relativ,open 
space,open 
affect,open-minded* 
posemo,open-minded* 
relativ,opened 
space,opened 
relativ,opening* 
space,opening* 
affect,openminded* 
posemo,openminded* 
affect,openness 
posemo,openness 
verb,opens 
focuspresent,opens 
relativ,opens 
space,opens 
percept,opera 
hear,opera 
leisure,opera 
bio,operat* 
health,operat* 
work,operat* 
cogproc,opinion 
tentat,opinion 
affect,opportun* 
posemo,opportun* 
drives,opportun* 
achiev,opportun* 
reward,opportun* 
drives,oppose* 
power,oppose* 
cogproc,opposite* 
differ,opposite* 
drives,oppositi* 
power,oppositi* 
affect,optimal* 
posemo,optimal* 
drives,optimal* 
reward,optimal* 
affect,optimism 
posemo,optimism 
drives,optimism 
reward,optimism 
adj,optimistic 
affect,optimistic 
posemo,optimistic 
drives,optimistic 
reward,optimistic 
cogproc,option* 
tentat,option* 
bio,optometr* 
health,optometr* 
function,or 
conj,or 
cogproc,or 
tentat,or 
differ,or 
adj,orange 
percept,orange 
see,orange 
relativ,orbit 
motion,orbit 
percept,orchestra* 
hear,orchestra* 
leisure,orchestra* 
drives,order 
power,order 
relativ,order 
drives,orders 
power,orders 
work,org 
work,organization* 
focuspresent,organize 
work,organize 
adj,organized 
focuspast,organized 
work,organized 
work,organizer* 
verb,organizes 
focuspresent,organizes 
work,organizes 
verb,organizing 
work,organizing 
bio,orgasm* 
body,orgasm* 
sexual,orgasm* 
bio,orgi* 
sexual,orgi* 
bio,orgy 
sexual,orgy 
cogproc,origin 
cause,origin 
relativ,origin 
adj,original 
affect,original 
posemo,original 
function,originally 
adverb,originally 
relativ,originally 
time,originally 
cogproc,originat* 
cause,originat* 
cogproc,origins 
cause,origins 
bio,orthodon* 
health,orthodon* 
relig,orthodox* 
bio,orthoped* 
health,orthoped* 
function,other 
pronoun,other 
ipron,other 
cogproc,other 
differ,other 
function,others 
pronoun,others 
ipron,others 
cogproc,others 
differ,others 
function,otherwise 
conj,otherwise 
cogproc,otherwise 
differ,otherwise 
function,ought 
auxverb,ought 
verb,ought 
cogproc,ought 
discrep,ought 
function,ought'nt 
auxverb,ought'nt 
negate,ought'nt 
verb,ought'nt 
cogproc,ought'nt 
discrep,ought'nt 
function,ought've 
auxverb,ought've 
verb,ought've 
cogproc,ought've 
discrep,ought've 
function,oughta 
auxverb,oughta 
verb,oughta 
cogproc,oughta 
discrep,oughta 
function,oughtn't 
auxverb,oughtn't 
negate,oughtn't 
verb,oughtn't 
cogproc,oughtn't 
discrep,oughtn't 
function,oughtnt 
auxverb,oughtnt 
negate,oughtnt 
verb,oughtnt 
cogproc,oughtnt 
discrep,oughtnt 
function,oughtve 
auxverb,oughtve 
verb,oughtve 
cogproc,oughtve 
discrep,oughtve 
function,our 
pronoun,our 
ppron,our 
we,our 
social,our 
drives,our 
affiliation,our 
function,ours 
pronoun,ours 
ppron,ours 
we,ours 
social,ours 
drives,ours 
affiliation,ours 
function,ourselves 
pronoun,ourselves 
ppron,ourselves 
we,ourselves 
social,ourselves 
drives,ourselves 
affiliation,ourselves 
function,out 
prep,out 
relativ,out 
space,out 
drives,outcast 
power,outcast 
cogproc,outcome* 
cause,outcome* 
relativ,outer* 
space,outer* 
adj,outgoing 
affect,outgoing 
posemo,outgoing 
work,outlin* 
affect,outrag* 
negemo,outrag* 
anger,outrag* 
drives,outrank* 
power,outrank* 
function,outside 
prep,outside 
relativ,outside 
space,outside 
social,outsider* 
relativ,outsides 
space,outsides 
work,outsourc* 
adj,outstanding 
cogproc,outstanding 
discrep,outstanding 
relativ,outward* 
space,outward* 
bio,ovar* 
body,ovar* 
sexual,ovar* 
home,oven* 
function,over 
prep,over 
drives,over 
power,over 
relativ,over 
space,over 
cogproc,overall 
tentat,overall 
verb,overate 
bio,overate 
ingest,overate 
verb,overcame 
drives,overcame 
achiev,overcame 
focuspast,overcame 
verb,overcome 
drives,overcome 
achiev,overcome 
focuspresent,overcome 
verb,overcomes 
drives,overcomes 
achiev,overcomes 
focuspresent,overcomes 
verb,overcoming 
drives,overcoming 
achiev,overcoming 
drives,overconfiden* 
achiev,overconfiden* 
verb,overdosed 
focuspast,overdosed 
verb,overeat* 
bio,overeat* 
ingest,overeat* 
focuspast,overeat* 
relativ,overflow* 
space,overflow* 
social,overhear* 
percept,overhear* 
hear,overhear* 
relativ,overlap* 
space,overlap* 
adj,overpaid 
work,overpaid 
money,overpaid 
drives,overpower* 
power,overpower* 
drives,overrul* 
power,overrul* 
drives,overtak* 
achiev,overtak* 
work,overtime 
money,overtime 
adj,overweight 
bio,overweight 
health,overweight 
ingest,overweight 
affect,overwhelm* 
negemo,overwhelm* 
anx,overwhelm* 
sad,overwhelm* 
adj,overworked 
work,overworked 
verb,owe 
focuspresent,owe 
money,owe 
verb,owed 
focuspast,owed 
money,owed 
verb,owes 
focuspresent,owes 
money,owes 
verb,owing 
money,owing 
social,owner* 
drives,owner* 
power,owner* 
social,pa 
family,pa 
male,pa 
social,pa's 
family,pa's 
male,pa's 
relig,pagan* 
verb,paid 
focuspast,paid 
money,paid 
affect,pain 
negemo,pain 
percept,pain 
feel,pain 
bio,pain 
health,pain 
affect,pained 
negemo,pained 
percept,pained 
feel,pained 
bio,pained 
health,pained 
affect,painf* 
negemo,painf* 
percept,painf* 
feel,painf* 
bio,painf* 
health,painf* 
affect,painl* 
bio,painl* 
health,painl* 
affect,pains 
negemo,pains 
percept,pains 
feel,pains 
bio,pains 
health,pains 
social,pal 
friend,pal 
drives,pal 
affiliation,pal 
social,pal's 
friend,pal's 
drives,pal's 
affiliation,pal's 
affect,palatabl* 
percept,palatabl* 
bio,palm 
body,palm 
bio,palms 
body,palms 
social,pals 
friend,pals 
drives,pals 
